6.3759866839e10	6210.2	406.0	25.33	45.09	101022.38	287.0
6.3759833401e10	6231.8	395.0	24.5	52.16	100840.0	1.0
6.3759834041e10	6231.3	395.0	24.5	52.16	100850.0	3.0
6.3759834681e10	6231.2	395.0	24.45	51.76	100860.0	3.0
6.3759835321e10	6231.1	397.0	24.35	52.16	100850.0	0.0
6.3759835961e10	6229.3	397.0	24.5	52.16	100850.0	0.0
6.3759836601e10	6228.2	397.0	24.75	51.76	100860.0	0.0
6.3759837241e10	6228.8	396.0	24.95	52.16	100860.0	0.0
6.3759837881e10	6229.3	397.0	25.0	52.16	100860.0	0.0
6.3759838521e10	6229.6	397.0	25.0	52.16	100860.0	0.0
6.3759839161e10	6229.7	397.0	25.0	52.16	100860.0	0.0
6.3759839801e10	6229.8	397.0	25.05	51.76	100860.0	0.0
6.3759840441e10	6229.8	397.0	25.1	51.76	100860.0	0.0
6.3759841081e10	6229.7	397.0	25.15	51.37	100860.0	0.0
6.3759841721e10	6229.5	397.0	25.2	51.37	100850.0	0.0
6.3759842361e10	6229.4	397.0	25.2	51.37	100850.0	0.0
6.3759843001e10	6229.2	397.0	25.2	51.37	100850.0	0.0
6.3759843641e10	6229.0	397.0	25.2	50.98	100850.0	0.0
6.3759844281e10	6228.7	397.0	25.2	50.98	100860.0	0.0
6.3759844921e10	6228.5	397.0	25.2	50.98	100860.0	0.0
6.3759845561e10	6228.1	398.0	25.2	51.37	100870.0	0.0
6.3759846201e10	6227.9	398.0	25.25	51.37	100870.0	0.0
6.3759846841e10	6227.6	398.0	25.25	50.98	100870.0	0.0
6.3759847481e10	6227.3	398.0	25.25	50.98	100880.0	0.0
6.3759848121e10	6226.9	398.0	25.25	50.98	100880.0	0.0
6.3759848761e10	6226.6	398.0	25.25	50.98	100890.0	0.0
6.3759849401e10	6226.2	398.0	25.25	50.98	100900.0	0.0
6.3759850041e10	6225.7	398.0	25.25	50.98	100890.0	0.0
6.3759850681e10	6225.2	399.0	25.25	50.59	100900.0	2.0
6.3759851321e10	6224.8	399.0	25.25	50.59	100910.0	4.0
6.3759851961e10	6224.2	399.0	25.25	50.59	100910.0	5.0
6.3759852601e10	6223.6	399.0	25.25	50.2	100920.0	6.0
6.3759853241e10	6223.1	399.0	25.25	50.2	100920.0	10.0
6.3759853881e10	6222.4	399.0	25.25	50.2	100930.0	12.0
6.3759854521e10	6221.9	400.0	25.25	50.2	100930.0	14.0
6.3759855161e10	6221.4	400.0	25.25	49.8	100930.0	16.0
6.3759855801e10	6220.9	400.0	25.25	49.8	100930.0	13.0
6.3759856441e10	6220.4	400.0	25.25	49.8	100940.0	14.0
6.3759857081e10	6219.8	400.0	25.25	49.41	100940.0	14.0
6.3759857721e10	6219.1	400.0	25.25	49.41	100960.0	17.0
6.3759858361e10	6218.4	400.0	25.25	49.41	100960.0	23.0
6.3759859001e10	6217.8	401.0	25.3	49.41	100970.0	36.0
6.3759859641e10	6217.2	401.0	25.3	49.02	100970.0	42.0
6.3759860281e10	6216.6	401.0	25.3	49.02	100970.0	33.0
6.3759860921e10	6216.0	401.0	25.3	49.02	100980.0	35.0
6.3759861561e10	6215.4	401.0	25.3	49.02	100980.0	39.0
6.3759862201e10	6214.7	401.0	25.3	48.63	100990.0	46.0
6.3759862841e10	6214.0	402.0	25.3	48.63	100990.0	71.0
6.3759863481e10	6213.5	402.0	25.3	48.24	100990.0	78.0
6.3759864121e10	6212.9	402.0	25.35	48.24	100990.0	200.0
6.3759864761e10	6212.3	402.0	25.35	47.84	100990.0	98.0
6.3759865401e10	6211.7	402.0	25.35	47.84	101000.0	72.0
6.3759866041e10	6211.0	402.0	25.35	47.45	101010.0	208.0
6.3759849881e10	6225.9	398.0	25.25	50.98	100900.0	0.0
6.3759850201e10	6225.6	399.0	25.3	50.98	100890.0	1.0
6.3759850521e10	6225.3	399.0	25.3	50.59	100900.0	2.0
6.3759850841e10	6225.2	399.0	25.3	50.59	100900.0	3.0
6.3759851161e10	6224.9	399.0	25.25	50.59	100910.0	4.0
6.3759851481e10	6224.7	399.0	25.3	50.59	100910.0	5.0
6.3759851801e10	6224.4	399.0	25.3	50.59	100910.0	5.0
6.3759852121e10	6224.0	399.0	25.3	50.59	100920.0	5.0
6.3759852441e10	6223.8	399.0	25.3	50.2	100920.0	5.0
6.3759852761e10	6223.5	399.0	25.3	50.2	100920.0	7.0
6.3759853081e10	6223.3	399.0	25.3	50.2	100920.0	10.0
6.3759853401e10	6222.9	399.0	25.3	50.2	100930.0	11.0
6.3759853721e10	6222.6	399.0	25.3	50.2	100930.0	12.0
6.3759854041e10	6222.3	400.0	25.3	50.2	100930.0	12.0
6.3759854361e10	6222.0	400.0	25.3	50.2	100930.0	16.0
6.3759854681e10	6221.8	400.0	25.3	50.2	100930.0	12.0
6.3759855001e10	6221.6	400.0	25.3	49.8	100930.0	15.0
6.3759855321e10	6221.3	400.0	25.3	49.8	100930.0	17.0
6.3759855641e10	6221.0	400.0	25.3	49.8	100930.0	14.0
6.3759855961e10	6220.8	400.0	25.3	49.8	100930.0	13.0
6.3759856281e10	6220.5	400.0	25.3	49.8	100940.0	14.0
6.3759856601e10	6220.3	400.0	25.3	49.8	100940.0	14.0
6.3759856921e10	6219.9	400.0	25.3	49.8	100940.0	14.0
6.3759857241e10	6219.7	400.0	25.3	49.41	100950.0	15.0
6.3759857561e10	6219.4	400.0	25.3	49.41	100960.0	17.0
6.3759857881e10	6218.9	400.0	25.3	49.41	100960.0	18.0
6.3759858201e10	6218.6	400.0	25.3	49.41	100960.0	22.0
