6.3758968874e10	6267.8	346.0	23.7	1.0	3.0
6.3758969194e10	6267.6	347.33	23.7	1.0	4.0
6.3758969514e10	6267.2	348.0	23.75	1.0	4.0
6.3758969834e10	6266.9	348.0	23.75	1.0	3.0
6.3758970154e10	6266.6	348.0	23.85	1.0	4.0
6.3758970474e10	6266.3	346.67	23.85	1.0	4.0
6.3758970794e10	6266.1	346.0	23.85	1.0	4.0
6.3758971114e10	6265.7	346.0	23.75	1.0	4.0
6.3758971434e10	6265.5	346.0	23.95	1.0	4.0
6.3758971754e10	6265.6	346.0	23.85	1.0	4.0
6.3758972074e10	6265.3	344.67	23.6	1.0	2.0
6.3758972394e10	6264.2	344.0	23.4	1.0	0.0
6.3758972714e10	6263.7	344.0	23.25	1.0	0.0
6.3758973034e10	6262.9	344.0	23.2	1.0	0.0
6.3758973354e10	6261.8	344.0	23.2	1.0	0.0
6.3758973674e10	6261.1	344.0	23.45	1.0	0.0
6.3758973994e10	6260.5	344.0	23.5	1.0	0.0
6.3758974314e10	6260.1	344.0	23.45	1.0	0.0
6.3758974634e10	6259.9	344.0	23.5	1.0	0.0
6.3758974954e10	6259.4	344.0	23.5	1.0	0.0
6.3758975274e10	6259.2	344.67	23.5	1.0	0.0
6.3758975594e10	6258.8	345.33	23.5	1.0	0.0
6.3758975914e10	6258.5	345.33	23.5	1.0	0.0
6.3758976234e10	6258.2	345.33	23.5	1.0	0.0
6.3758976554e10	6258.0	346.0	23.5	1.0	0.0
6.3758976874e10	6257.5	346.0	23.5	1.0	0.0
6.3758977194e10	6257.4	346.0	23.55	1.0	0.0
6.3758977514e10	6257.0	346.0	23.6	1.0	0.0
6.3758977834e10	6256.7	346.0	23.6	1.0	0.0
6.3758978154e10	6256.6	346.0	23.6	1.0	0.0
6.3758978474e10	6193.1	346.0	23.6	1.0	0.0
6.3758978794e10	6256.0	346.0	23.6	1.0	0.0
6.3758979114e10	6255.6	346.0	23.6	1.0	0.0
6.3758979434e10	6255.4	346.0	23.6	1.0	0.0
6.3758979754e10	6255.0	346.0	23.6	1.0	0.0
6.3758980074e10	6254.8	346.0	23.6	1.0	0.0
6.3758980394e10	6254.5	346.0	23.6	1.0	0.0
6.3758980714e10	6254.2	346.0	23.6	1.0	0.0
6.3758981034e10	6253.8	346.0	23.6	1.0	0.0
6.3758981354e10	6253.7	346.0	23.6	1.0	0.0
6.3758981674e10	6253.5	346.0	23.6	1.0	0.0
6.3758981994e10	6253.2	346.0	23.6	1.0	0.0
6.3758982314e10	6252.8	346.0	23.6	1.0	0.0
6.3758982634e10	6252.5	346.0	23.6	1.0	0.0
6.3758982954e10	6252.1	346.0	23.6	1.0	0.0
6.3758983274e10	6252.0	346.0	23.6	1.0	0.0
6.3758983594e10	6251.7	346.0	23.6	1.0	1.0
6.3758983914e10	6251.3	346.0	23.6	1.0	1.0
6.3758984234e10	6250.9	346.0	23.6	1.0	2.0
6.3758984554e10	6250.7	346.0	23.6	1.0	4.0
6.3758984874e10	6250.3	346.0	23.6	1.0	6.0
6.3758985194e10	6250.1	346.0	23.6	1.0	7.0
6.3758985514e10	6249.6	346.0	23.6	1.0	9.0
6.3758985834e10	6249.3	347.33	23.6	1.0	13.0
6.3758986154e10	6249.2	347.33	23.6	1.0	17.0
6.3758986474e10	6248.6	348.0	23.6	1.0	20.0
6.3758986794e10	6248.5	348.0	23.6	1.0	23.0
6.3758987114e10	6248.2	348.0	23.6	1.0	25.0
6.3758987434e10	6248.0	348.0	23.6	1.0	30.0
6.3758987754e10	6247.7	348.0	23.6	1.0	28.0
6.3758988074e10	6247.4	348.0	23.65	1.0	40.0
6.3758988394e10	6247.2	348.0	23.7	1.0	44.0
6.3758988714e10	6247.0	348.0	23.7	1.0	43.0
